Gene_ID	Pfam_ID	Identity	Align_Length	Mismatch	Gap	Q_start	Q_end	T_start	T_end	E_value	Score	Function
fake_2M_genome_000895	A0A0K0GDX0_9FIRM/85-385	64	300	108	0	85	384	1	300	3e-103	380.9	A0A0K0GDX0_9FIRM/85-385 A0A0K0GDX0.1 PF00480.19;ROK;
fake_2M_genome_000896	A0A0A1MNQ6_9BACI/83-198	45.2	115	60	2	92	205	4	116	3.4e-18	97.4	A0A0A1MNQ6_9BACI/83-198 A0A0A1MNQ6.1 PF08361.10;TetR_C_2;
fake_2M_genome_000898	A0A094K4C2_9BACL/40-87	100	48	0	0	40	87	1	48	9e-19	98.6	A0A094K4C2_9BACL/40-87 A0A094K4C2.1 PF01022.19;HTH_5;
fake_2M_genome_000899	A0A0N1K201_THEVU/196-377	79.1	182	38	0	194	375	1	182	1.4e-76	293.1	A0A0N1K201_THEVU/196-377 A0A0N1K201.1 PF00122.19;E1-E2_ATPase;
fake_2M_genome_000900	A0A094K5L7_9BACL/86-215	100	130	0	0	86	215	1	130	2.2e-66	257.7	A0A094K5L7_9BACL/86-215 A0A094K5L7.1 PF07729.11;FCD;
fake_2M_genome_000901	A0A094JJ87_9BACL/6-250	99.6	244	1	0	1	244	2	245	4.2e-139	500.4	A0A094JJ87_9BACL/6-250 A0A094JJ87.1 PF00370.20;FGGY_N;
fake_2M_genome_000902	A0A094JPL9_9BACL/1-449	99.8	449	1	0	5	453	1	449	2.2e-232	810.1	A0A094JPL9_9BACL/1-449 A0A094JPL9.1 PF02447.15;GntP_permease;
fake_2M_genome_000903	A0A0Q9XWG3_9BACI/177-466	72.1	290	81	0	177	466	1	290	3.5e-119	434.1	A0A0Q9XWG3_9BACI/177-466 A0A0Q9XWG3.1 PF00393.18;6PGD;
fake_2M_genome_000904	A0A0B0I336_9BACL/11-268	56	257	112	1	7	263	1	256	1.2e-83	315.5	A0A0B0I336_9BACL/11-268 A0A0B0I336.1 PF03747.13;ADP_ribosyl_GH;
fake_2M_genome_000905	A0A094LXI9_9BACL/23-159	100	137	0	0	23	159	1	137	5.8e-74	282.3	A0A094LXI9_9BACL/23-159 A0A094LXI9.1 PF13673.6;Acetyltransf_10;
fake_2M_genome_000911	A0A094JPL3_9BACL/1-148	95.3	148	7	0	1	148	1	148	3.6e-76	289.7	A0A094JPL3_9BACL/1-148 A0A094JPL3.1 PF14437.5;MafB19-deam;
fake_2M_genome_000912	A0A094LXI5_9BACL/12-129	100	118	0	0	12	129	1	118	7.1e-68	261.9	A0A094LXI5_9BACL/12-129 A0A094LXI5.1 PF01475.18;FUR;
fake_2M_genome_000913	A0A094JLC7_9BACL/7-272	100	266	0	0	7	272	1	266	1.4e-134	484.6	A0A094JLC7_9BACL/7-272 A0A094JLC7.1 PF00950.16;ABC-3;
fake_2M_genome_000914	A0A094K5K9_9BACL/21-170	100	150	0	0	31	180	1	150	3e-77	293.9	A0A094K5K9_9BACL/21-170 A0A094K5K9.1 PF00005.26;ABC_tran;
fake_2M_genome_000915	A0A0N0HFI9_THEVU/23-300	56.1	278	108	1	39	302	1	278	2.7e-83	314.3	A0A0N0HFI9_THEVU/23-300 A0A0N0HFI9.1 PF01297.16;ZnuA;
fake_2M_genome_000916	A0A0N0YBE9_THEVU/5-192	47.3	188	99	0	4	191	1	188	2.7e-44	184.1	A0A0N0YBE9_THEVU/5-192 A0A0N0YBE9.1 PF05908.10;Gamma_PGA_hydro;
fake_2M_genome_000917	A0A094JJ79_9BACL/28-279	100	252	0	0	28	279	1	252	1.9e-134	485.3	A0A094JJ79_9BACL/28-279 A0A094JJ79.1 PF12698.6;ABC2_membrane_3;
fake_2M_genome_000918	A0A094JPK7_9BACL/56-185	100	130	0	0	56	185	1	130	2.7e-65	253.8	A0A094JPK7_9BACL/56-185 A0A094JPK7.1 PF08359.10;TetR_C_4;
fake_2M_genome_000919	A0A094LXI1_9BACL/2-131	100	130	0	0	2	131	1	130	5.2e-66	256.1	A0A094LXI1_9BACL/2-131 A0A094LXI1.1 PF07992.13;Pyr_redox_2;
fake_2M_genome_000920	A0A094JLC4_9BACL/6-146	100	141	0	0	5	145	1	141	1.7e-72	277.3	A0A094JLC4_9BACL/6-146 A0A094JLC4.1 PF00210.23;Ferritin;
fake_2M_genome_000921	A0A094K5K4_9BACL/14-342	100	329	0	0	14	342	1	329	8.5e-175	618.6	A0A094K5K4_9BACL/14-342 A0A094K5K4.1 PF07690.15;MFS_1;
fake_2M_genome_000922	A0A094JJ75_9BACL/12-432	100	421	0	0	23	443	1	421	2.8e-227	793.1	A0A094JJ75_9BACL/12-432 A0A094JJ75.1 PF13520.5;AA_permease_2;
fake_2M_genome_000923	A0A094JPK2_9BACL/241-607	100	367	0	0	241	607	1	367	1.5e-218	764.6	A0A094JPK2_9BACL/241-607 A0A094JPK2.1 PF00733.20;Asn_synthase;
fake_2M_genome_000924	A0A094LXH8_9BACL/3-205	100	203	0	0	2	204	1	203	8.9e-111	405.2	A0A094LXH8_9BACL/3-205 A0A094LXH8.1 PF07070.10;Spo0M;
fake_2M_genome_000925	A0A094JLC0_9BACL/11-202	99.5	192	1	0	11	202	1	192	1.8e-98	365.2	A0A094JLC0_9BACL/11-202 A0A094JLC0.1 PF01595.19;DUF21;
fake_2M_genome_000926	A0A094K5J9_9BACL/5-114	100	110	0	0	5	114	1	110	6.3e-55	219.5	A0A094K5J9_9BACL/5-114 A0A094K5J9.1 PF00072.23;Response_reg;
fake_2M_genome_000927	A0A094JJ71_9BACL/360-471	100	112	0	0	360	471	1	112	6.9e-59	233.8	A0A094JJ71_9BACL/360-471 A0A094JJ71.1 PF02518.25;HATPase_c;
fake_2M_genome_000930	A0A094LW10_9BACL/218-401	99.5	184	1	0	218	401	1	184	1.9e-100	371.7	A0A094LW10_9BACL/218-401 A0A094LW10.1 PF00587.24;tRNA-synt_2b;
fake_2M_genome_000931	A0A094JJS6_9BACL/5-188	100	184	0	0	5	188	1	184	1.4e-98	364.4	A0A094JJS6_9BACL/5-188 A0A094JJS6.1 PF01174.18;SNO;
fake_2M_genome_000932	A0A0N0HEG6_THEVU/8-214	79.2	207	43	0	9	215	1	207	2.8e-82	310.8	A0A0N0HEG6_THEVU/8-214 A0A0N0HEG6.1 PF01680.16;SOR_SNZ;
fake_2M_genome_000933	A0A094JHK2_9BACL/2-252	99.6	251	1	0	28	278	1	251	8.2e-141	505.8	A0A094JHK2_9BACL/2-252 A0A094JHK2.1 PF00768.19;Peptidase_S11;
fake_2M_genome_000934	A0A094JMY7_9BACL/10-472	99.8	463	1	0	10	472	1	463	1.5e-258	897.1	A0A094JMY7_9BACL/10-472 A0A094JMY7.1 PF00478.24;IMPDH;
fake_2M_genome_000935	A0A094LW07_9BACL/90-188	100	99	0	0	90	188	1	99	2.7e-50	204.5	A0A094LW07_9BACL/90-188 A0A094LW07.1 PF07819.12;PGAP1;
fake_2M_genome_000936	A0A094JJS4_9BACL/22-325	99	304	3	0	19	322	1	304	1.2e-179	634.4	A0A094JJS4_9BACL/22-325 A0A094JJS4.1 PF14175.5;YaaC;
fake_2M_genome_000937	A0A094K3Z8_9BACL/31-471	100	441	0	0	31	471	1	441	4e-248	863.2	A0A094K3Z8_9BACL/31-471 A0A094K3Z8.1 PF00521.19;DNA_topoisoIV;
fake_2M_genome_000938	A0A094JHJ8_9BACL/225-395	100	171	0	0	225	395	1	171	2.9e-89	335.1	A0A094JHJ8_9BACL/225-395 A0A094JHJ8.1 PF00204.24;DNA_gyraseB;
fake_2M_genome_000939	A0A094JMY2_9BACL/2-74	100	73	0	0	5	77	1	73	3e-34	149.4	A0A094JMY2_9BACL/2-74 A0A094JMY2.1 PF04025.11;DUF370;
fake_2M_genome_000940	A0A094LW05_9BACL/2-366	100	365	0	0	2	366	1	365	1.9e-205	720.3	A0A094LW05_9BACL/2-366 A0A094LW05.1 PF02463.18;SMC_N;
fake_2M_genome_000941	A0A094JJS0_9BACL/4-69	98.5	66	1	0	4	69	1	66	3.3e-29	132.5	A0A094JJS0_9BACL/4-69 A0A094JJS0.1 PF13275.5;S4_2;
fake_2M_genome_000942	A0A094K3Z4_9BACL/1-127	100	127	0	0	1	127	1	127	3.7e-63	247.7	A0A094K3Z4_9BACL/1-127 A0A094K3Z4.1 PF00712.18;DNA_pol3_beta;
fake_2M_genome_000943	A0A094JHJ3_9BACL/113-331	100	219	0	0	113	331	1	219	1.9e-119	434.9	A0A094JHJ3_9BACL/113-331 A0A094JHJ3.1 PF00308.17;Bac_DnaA;
fake_2M_genome_000944	A0A094JMX9_9BACL/1-109	100	109	0	0	1	109	1	109	1.1e-55	221.1	A0A094JMX9_9BACL/1-109 A0A094JMX9.1 PF00825.17;Ribonuclease_P;
fake_2M_genome_000945	A0A094LW02_9BACL/2-68	100	67	0	0	2	68	1	67	3.5e-35	152.5	A0A094LW02_9BACL/2-68 A0A094LW02.1 PF01809.17;Haemolytic;
fake_2M_genome_000946	A0A094JJR6_9BACL/50-226	100	177	0	0	63	239	1	177	1.2e-78	298.5	A0A094JJR6_9BACL/50-226 A0A094JJR6.1 PF02096.19;60KD_IMP;
fake_2M_genome_000947	A0A094K3Z0_9BACL/64-135	100	72	0	0	64	135	1	72	2e-34	151.4	A0A094K3Z0_9BACL/64-135 A0A094K3Z0.1 PF13083.5;KH_4;
fake_2M_genome_000948	A0A094JHI9_9BACL/127-455	99.7	329	1	0	127	455	1	329	7.9e-177	625.5	A0A094JHI9_9BACL/127-455 A0A094JHI9.1 PF12631.6;MnmE_helical;
fake_2M_genome_000949	A0A094JMX4_9BACL/11-401	100	391	0	0	11	401	1	391	1.7e-225	787.7	A0A094JMX4_9BACL/11-401 A0A094JMX4.1 PF01134.21;GIDA;
fake_2M_genome_000950	A0A094LVZ9_9BACL/22-211	100	190	0	0	22	211	1	190	6.7e-103	379	A0A094LVZ9_9BACL/22-211 A0A094LVZ9.1 PF02527.14;GidB;
fake_2M_genome_000952	B2A0N9_NATTJ/125-369	27.3	220	147	5	117	336	27	233	1.5e-14	86.3	B2A0N9_NATTJ/125-369 B2A0N9.1 PF06406.10;StbA;
fake_2M_genome_000953	A0A094JHI5_9BACL/28-117	96.7	90	3	0	28	117	1	90	5e-41	173.7	A0A094JHI5_9BACL/28-117 A0A094JHI5.1 PF02195.17;ParBc;
fake_2M_genome_000954	SOJ_BACSU/5-229	75.1	225	56	0	5	229	1	225	2e-89	334.3	SOJ_BACSU/5-229 P37522.1 PF01656.22;CbiA;
fake_2M_genome_000955	A0A094JMX1_9BACL/28-117	100	90	0	0	28	117	1	90	1.8e-41	175.3	A0A094JMX1_9BACL/28-117 A0A094JMX1.1 PF02195.17;ParBc;
fake_2M_genome_000956	A0A0N0YDK1_THEVU/2-366	64.2	363	130	0	2	364	1	363	8.3e-140	502.3	A0A0N0YDK1_THEVU/2-366 A0A0N0YDK1.1 PF00266.18;Aminotran_5;
fake_2M_genome_000957	A0A094LVZ8_9BACL/14-179	100	166	0	0	18	183	1	166	4.2e-90	336.3	A0A094LVZ8_9BACL/14-179 A0A094LVZ8.1 PF06866.10;DUF1256;
fake_2M_genome_000958	A0A084GNH0_9BACI/4-267	67.9	262	84	0	6	267	3	264	7.6e-98	362.8	A0A084GNH0_9BACI/4-267 A0A084GNH0.1 PF01926.22;MMR_HSR1;
fake_2M_genome_000959	A0A094JHH9_9BACL/4-93	100	90	0	0	4	93	1	90	1.1e-43	181	A0A094JHH9_9BACL/4-93 A0A094JHH9.1 PF01250.16;Ribosomal_S6;
fake_2M_genome_000960	A0A094JMW7_9BACL/2-103	100	102	0	0	2	103	1	102	7.7e-52	208.8	A0A094JMW7_9BACL/2-103 A0A094JMW7.1 PF00436.24;SSB;
fake_2M_genome_000961	F5SHA8_9BACL/19-70	100	52	0	0	19	70	1	52	5e-20	102.1	F5SHA8_9BACL/19-70 F5SHA8.1 PF01084.19;Ribosomal_S18;
fake_2M_genome_000962	A0A094JJQ4_9BACL/10-93	100	84	0	0	10	93	1	84	8.6e-39	164.9	A0A094JJQ4_9BACL/10-93 A0A094JJQ4.1 PF12643.6;MazG-like;
fake_2M_genome_000963	A0A094K3X7_9BACL/18-293	99.6	276	1	0	18	293	1	276	7.1e-142	508.8	A0A094K3X7_9BACL/18-293 A0A094K3X7.1 PF09991.8;DUF2232;
fake_2M_genome_000964	A0A094JHH6_9BACL/338-496	100	159	0	0	338	496	1	159	1.3e-84	319.7	A0A094JHH6_9BACL/338-496 A0A094JHH6.1 PF01368.19;DHH;
fake_2M_genome_000965	A0A094JMW5_9BACL/63-147	100	80	0	0	68	147	6	85	6.3e-35	152.5	A0A094JMW5_9BACL/63-147 A0A094JMW5.1 PF03948.13;Ribosomal_L9_C;
fake_2M_genome_000966	A0A094LVZ2_9BACL/186-439	100	254	0	0	186	439	1	254	7.3e-135	486.1	A0A094LVZ2_9BACL/186-439 A0A094LVZ2.1 PF03796.14;DnaB_C;
fake_2M_genome_000967	A0A0N0YB33_THEVU/4-421	84.7	418	64	0	4	421	1	418	1.8e-212	743.8	A0A0N0YB33_THEVU/4-421 A0A0N0YB33.1 PF00709.20;Adenylsucc_synt;
fake_2M_genome_000968	A0A094JJQ3_9BACL/1-158	100	158	0	0	1	158	1	158	3.3e-82	309.7	A0A094JJQ3_9BACL/1-158 A0A094JJQ3.1 PF02590.16;SPOUT_MTase;
fake_2M_genome_000969	A0A094K3X4_9BACL/10-55	100	46	0	0	10	55	1	46	1e-21	107.5	A0A094K3X4_9BACL/10-55 A0A094K3X4.1 PF14116.5;YyzF;
fake_2M_genome_000970	A0A094JHH1_9BACL/109-252	100	144	0	0	109	252	1	144	1e-71	276.2	A0A094JHH1_9BACL/109-252 A0A094JHH1.1 PF13365.5;Trypsin_2;
fake_2M_genome_000971	V6KKA3_STRNV/255-295	66.7	42	12	1	145	186	2	41	2.2e-07	62.4	V6KKA3_STRNV/255-295 V6KKA3.1 PF08309.10;LVIVD;
fake_2M_genome_000973	A0A094JJP8_9BACL/22-217	100	196	0	0	22	217	1	196	3.4e-108	396.7	A0A094JJP8_9BACL/22-217 A0A094JJP8.1 PF12706.6;Lactamase_B_2;
fake_2M_genome_000974	A0A094K3W9_9BACL/24-240	100	217	0	0	24	240	1	217	2.1e-118	430.6	A0A094K3W9_9BACL/24-240 A0A094K3W9.1 PF09648.9;YycI;
fake_2M_genome_000975	A0A094JHG8_9BACL/7-455	99.8	449	1	0	7	455	1	449	2.6e-265	919.5	A0A094JHG8_9BACL/7-455 A0A094JHG8.1 PF07435.10;YycH;
fake_2M_genome_000976	A0A094JMV8_9BACL/486-599	100	114	0	0	486	599	1	114	3.3e-58	231.9	A0A094JMV8_9BACL/486-599 A0A094JMV8.1 PF02518.25;HATPase_c;
fake_2M_genome_000977	A0A094LVY8_9BACL/7-116	100	110	0	0	5	114	1	110	8e-56	222.6	A0A094LVY8_9BACL/7-116 A0A094LVY8.1 PF00072.23;Response_reg;
fake_2M_genome_000978	A0A094K3W6_9BACL/4-247	100	244	0	0	4	247	1	244	1e-141	508.1	A0A094K3W6_9BACL/4-247 A0A094K3W6.1 PF14398.5;ATPgrasp_YheCD;
fake_2M_genome_000981	A0A094JMV4_9BACL/182-333	100	152	0	0	182	333	1	152	4.6e-80	304.7	A0A094JMV4_9BACL/182-333 A0A094JMV4.1 PF00990.20;GGDEF;
fake_2M_genome_000982	A0A094LVY5_9BACL/4-163	99.4	160	1	0	4	163	1	160	4.7e-87	325.9	A0A094LVY5_9BACL/4-163 A0A094LVY5.1 PF08741.9;YwhD;
fake_2M_genome_000984	A0A094K5V2_9BACL/315-583	100	269	0	0	335	603	1	269	6.2e-154	550.1	A0A094K5V2_9BACL/315-583 A0A094K5V2.1 PF00905.21;Transpeptidase;
fake_2M_genome_000985	A0A094JJG6_9BACL/58-246	100	189	0	0	60	248	1	189	2.7e-106	390.6	A0A094JJG6_9BACL/58-246 A0A094JJG6.1 PF01564.16;Spermine_synth;
fake_2M_genome_000986	A0A094JPW4_9BACL/22-287	100	266	0	0	27	292	1	266	1.9e-155	553.9	A0A094JPW4_9BACL/22-287 A0A094JPW4.1 PF00491.20;Arginase;
fake_2M_genome_000987	A0A0N0YCJ7_THEVU/6-135	62.3	130	49	0	7	136	1	130	3.1e-34	150.2	A0A0N0YCJ7_THEVU/6-135 A0A0N0YCJ7.1 PF09148.9;DUF1934;
fake_2M_genome_000988	A0A0N1K4G0_THEVU/103-443	75.7	341	83	0	103	443	1	341	2.4e-148	531.2	A0A0N1K4G0_THEVU/103-443 A0A0N1K4G0.1 PF00750.18;tRNA-synt_1d;
fake_2M_genome_000989	F5SJ69_9BACL/10-266	60.9	258	100	1	12	269	1	257	1.9e-91	342	F5SJ69_9BACL/10-266 F5SJ69.1 PF00069.24;Pkinase;
fake_2M_genome_000990	A0A094JK92_9BACL/6-114	100	94	0	0	1	94	16	109	4e-43	179.9	A0A094JK92_9BACL/6-114 A0A094JK92.1 PF08448.9;PAS_4;
fake_2M_genome_000991	A0A094JK92_9BACL/146-312	99.2	131	1	0	1	131	37	167	1.2e-66	258.8	A0A094JK92_9BACL/146-312 A0A094JK92.1 PF00158.25;Sigma54_activat;
fake_2M_genome_000992	A0A0N0YAN6_THEVU/198-314	65.8	117	40	0	199	315	1	117	1.1e-34	152.9	A0A0N0YAN6_THEVU/198-314 A0A0N0YAN6.1 PF00107.25;ADH_zinc_N;
fake_2M_genome_000993	F5SH65_9BACL/121-275	94.8	155	8	0	120	274	1	155	3.8e-85	320.9	F5SH65_9BACL/121-275 F5SH65.1 PF04055.20;Radical_SAM;
fake_2M_genome_000995	A0A094JMI4_9BACL/336-531	99	196	2	0	336	531	1	196	3.6e-104	384.4	A0A094JMI4_9BACL/336-531 A0A094JMI4.1 PF00488.20;MutS_V;
fake_2M_genome_000996	A0A094K6N0_9BACL/4-511	99.8	508	1	0	4	511	1	508	1.5e-293	1013.4	A0A094K6N0_9BACL/4-511 A0A094K6N0.1 PF09043.10;Lys-AminoMut_A;
fake_2M_genome_000997	A0A094JK87_9BACL/116-244	100	129	0	0	107	235	1	129	6.2e-67	259.6	A0A094JK87_9BACL/116-244 A0A094JK87.1 PF02310.18;B12-binding;
fake_2M_genome_001001	A0A094K6M2_9BACL/275-372	100	98	0	0	275	372	1	98	1.1e-52	213.8	A0A094K6M2_9BACL/275-372 A0A094K6M2.1 PF13183.5;Fer4_8;
fake_2M_genome_001002	A0A094JK71_9BACL/4-113	100	110	0	0	4	113	1	110	3.6e-56	223.8	A0A094JK71_9BACL/4-113 A0A094JK71.1 PF00072.23;Response_reg;
fake_2M_genome_001003	A0A094JQN5_9BACL/545-655	100	111	0	0	545	655	1	111	1.8e-57	229.6	A0A094JQN5_9BACL/545-655 A0A094JQN5.1 PF02518.25;HATPase_c;
fake_2M_genome_001004	A0A094LYM0_9BACL/4-262	100	259	0	0	4	262	1	259	1.6e-141	508.1	A0A094LYM0_9BACL/4-262 A0A094LYM0.1 PF00108.22;Thiolase_N;
fake_2M_genome_001005	A0A094JMG0_9BACL/5-185	100	181	0	0	5	185	1	181	1.6e-90	338.2	A0A094JMG0_9BACL/5-185 A0A094JMG0.1 PF02737.17;3HCDH_N;
fake_2M_genome_001006	A0A094K6J9_9BACL/229-378	100	150	0	0	229	378	1	150	3.6e-74	284.3	A0A094K6J9_9BACL/229-378 A0A094K6J9.1 PF00441.23;Acyl-CoA_dh_1;
fake_2M_genome_001007	A0A094JK40_9BACL/229-378	100	150	0	0	229	378	1	150	5.9e-77	293.5	A0A094JK40_9BACL/229-378 A0A094JK40.1 PF00441.23;Acyl-CoA_dh_1;
fake_2M_genome_001008	A0A094JQL2_9BACL/16-282	100	267	0	0	16	282	1	267	3e-146	523.5	A0A094JQL2_9BACL/16-282 A0A094JQL2.1 PF03308.15;ArgK;
fake_2M_genome_001009	A0A094LYK1_9BACL/25-69	100	45	0	0	25	69	1	45	3.9e-17	94	A0A094LYK1_9BACL/25-69 A0A094LYK1.1 PF00440.22;TetR_N;
fake_2M_genome_001010	A0A094JMF5_9BACL/539-1070	100	532	0	0	539	1070	1	532	1.4e-304	1051.2	A0A094JMF5_9BACL/539-1070 A0A094JMF5.1 PF01642.21;MM_CoA_mutase;
fake_2M_genome_001011	A0A094K6J1_9BACL/17-84	98.5	68	1	0	17	84	1	68	6.5e-32	142.5	A0A094K6J1_9BACL/17-84 A0A094K6J1.1 PF05066.12;HARE-HTH;
fake_2M_genome_001012	A0A094JK32_9BACL/3-267	100	265	0	0	3	267	1	265	3.4e-147	527.3	A0A094JK32_9BACL/3-267 A0A094JK32.1 PF06418.13;CTP_synth_N;
fake_2M_genome_001013	A0A094JQK6_9BACL/23-95	100	73	0	0	23	95	1	73	5.5e-30	135.6	A0A094JQK6_9BACL/23-95 A0A094JQK6.1 PF03626.13;COX4_pro;
fake_2M_genome_001014	A0A094LYJ4_9BACL/14-144	100	131	0	0	14	144	1	131	3.3e-72	276.6	A0A094LYJ4_9BACL/14-144 A0A094LYJ4.1 PF00583.24;Acetyltransf_1;
fake_2M_genome_001015	A0A094JME7_9BACL/3-152	100	150	0	0	3	152	1	150	1.1e-78	298.9	A0A094JME7_9BACL/3-152 A0A094JME7.1 PF02558.15;ApbA;
fake_2M_genome_001016	A0A094K6I6_9BACL/51-215	99.4	165	1	0	51	215	1	165	6.7e-92	342.8	A0A094K6I6_9BACL/51-215 A0A094K6I6.1 PF02585.16;PIG-L;
fake_2M_genome_001017	A0A094JK24_9BACL/5-115	100	111	0	0	5	115	1	111	2.2e-54	216.9	A0A094JK24_9BACL/5-115 A0A094JK24.1 PF00072.23;Response_reg;
fake_2M_genome_001018	A0A094JQK1_9BACL/18-91	100	74	0	0	18	91	1	74	6.2e-34	149.1	A0A094JQK1_9BACL/18-91 A0A094JQK1.1 PF03061.21;4HBT;
fake_2M_genome_001019	A0A094LYI9_9BACL/3-268	99.6	266	1	0	3	268	1	266	5.6e-146	522.3	A0A094LYI9_9BACL/3-268 A0A094LYI9.1 PF05853.11;BKACE;
fake_2M_genome_001020	A0A094JME2_9BACL/4-283	100	280	0	0	4	283	1	280	6.4e-153	545.4	A0A094JME2_9BACL/4-283 A0A094JME2.1 PF01116.19;F_bP_aldolase;
fake_2M_genome_001021	A0A094K6G5_9BACL/3-215	100	213	0	0	3	215	1	213	2.2e-113	413.7	A0A094K6G5_9BACL/3-215 A0A094K6G5.1 PF00923.18;TAL_FSA;
fake_2M_genome_001022	A0A094JK16_9BACL/3-310	100	308	0	0	3	310	1	308	1.5e-171	607.4	A0A094JK16_9BACL/3-310 A0A094JK16.1 PF03320.12;FBPase_glpX;
fake_2M_genome_001023	F5SH34_9BACL/155-362	91.8	208	17	0	158	365	1	208	3.1e-103	380.9	F5SH34_9BACL/155-362 F5SH34.1 PF00006.24;ATP-synt_ab;
fake_2M_genome_001024	A0A094LYI3_9BACL/192-289	100	98	0	0	226	323	1	98	1.8e-50	205.3	A0A094LYI3_9BACL/192-289 A0A094LYI3.1 PF01551.21;Peptidase_M23;
fake_2M_genome_001025	A0A094JMD7_9BACL/1-64	100	64	0	0	1	64	1	64	2.9e-32	142.5	A0A094JMD7_9BACL/1-64 A0A094JMD7.1 PF01197.17;Ribosomal_L31;
fake_2M_genome_001026	A0A094K6G2_9BACL/13-192	100	180	0	0	13	192	1	180	1.7e-99	367.5	A0A094K6G2_9BACL/13-192 A0A094K6G2.1 PF00265.17;TK;
fake_2M_genome_001027	A0A094JK10_9BACL/251-335	100	85	0	0	251	335	1	85	1.4e-37	162.5	A0A094JK10_9BACL/251-335 A0A094JK10.1 PF02517.15;Abi;
fake_2M_genome_001028	A0A094JQJ1_9BACL/8-202	100	195	0	0	8	202	1	195	5.5e-101	373.2	A0A094JQJ1_9BACL/8-202 A0A094JQJ1.1 PF03462.17;PCRF;
fake_2M_genome_001029	A0A094LYH8_9BACL/98-209	96.5	115	1	1	98	212	1	112	7.2e-54	216.5	A0A094LYH8_9BACL/98-209 A0A094LYH8.1 PF05175.13;MTS;
fake_2M_genome_001030	A0A0N0YAM2_THEVU/42-169	69.5	128	39	0	41	168	1	128	9.4e-51	205.7	A0A0N0YAM2_THEVU/42-169 A0A0N0YAM2.1 PF09551.9;Spore_II_R;
fake_2M_genome_001031	A0A094JMD2_9BACL/7-117	100	111	0	0	7	117	1	111	4.8e-57	226.1	A0A094JMD2_9BACL/7-117 A0A094JMD2.1 PF00583.24;Acetyltransf_1;
fake_2M_genome_001032	A0A094K6F8_9BACL/30-206	100	177	0	0	30	206	1	177	9e-96	355.9	A0A094K6F8_9BACL/30-206 A0A094K6F8.1 PF01300.17;Sua5_yciO_yrdC;
fake_2M_genome_001033	A0A094JK05_9BACL/158-326	98.8	169	2	0	158	326	1	169	1.4e-91	342	A0A094JK05_9BACL/158-326 A0A094JK05.1 PF00149.27;Metallophos;
fake_2M_genome_001034	A0A094JQI5_9BACL/36-185	100	150	0	0	36	185	1	150	2.1e-72	277.3	A0A094JQI5_9BACL/36-185 A0A094JQI5.1 PF02659.14;Mntp;
fake_2M_genome_001035	A0A094LYH3_9BACL/4-142	100	139	0	0	4	142	1	139	1.2e-71	275	A0A094LYH3_9BACL/4-142 A0A094LYH3.1 PF01451.20;LMWPc;
fake_2M_genome_001036	A0A094JMC7_9BACL/3-140	99.3	138	1	0	3	140	1	138	5.3e-74	282.3	A0A094JMC7_9BACL/3-140 A0A094JMC7.1 PF02502.17;LacAB_rpiB;
fake_2M_genome_001037	A0A094K6F5_9BACL/7-177	99.4	171	1	0	4	174	1	171	1.3e-90	337.8	A0A094K6F5_9BACL/7-177 A0A094K6F5.1 PF04260.11;DUF436;
fake_2M_genome_001038	A0A0N0HEL5_THEVU/4-380	87.4	373	47	0	8	380	5	377	4e-188	662.9	A0A0N0HEL5_THEVU/4-380 A0A0N0HEL5.1 PF00464.18;SHMT;
fake_2M_genome_001039	A0A094JPG3_9BACL/6-208	100	203	0	0	6	208	1	203	3.2e-109	399.8	A0A094JPG3_9BACL/6-208 A0A094JPG3.1 PF14681.5;UPRTase;
fake_2M_genome_001040	A0A094JJ39_9BACL/9-62	100	54	0	0	9	62	1	54	1.3e-22	110.5	A0A094JJ39_9BACL/9-62 A0A094JJ39.1 PF09527.9;ATPase_gene1;
fake_2M_genome_001041	A0A094K5G5_9BACL/10-106	100	97	0	0	10	106	1	97	2.3e-46	190.3	A0A094K5G5_9BACL/10-106 A0A094K5G5.1 PF03899.14;ATP-synt_I;
fake_2M_genome_001042	A0A0N1K4N4_THEVU/23-252	71.9	231	58	3	23	247	1	230	1.5e-84	318.2	A0A0N1K4N4_THEVU/23-252 A0A0N1K4N4.1 PF00119.19;ATP-synt_A;
fake_2M_genome_001043	A0A094JL96_9BACL/6-69	100	64	0	0	6	69	1	64	1.5e-24	117.1	A0A094JL96_9BACL/6-69 A0A094JL96.1 PF00137.20;ATP-synt_C;
fake_2M_genome_001044	A0A094LXF3_9BACL/8-139	100	41	0	0	8	48	1	41	3.1e-11	73.9	A0A094LXF3_9BACL/8-139 A0A094LXF3.1 PF00430.17;ATP-synt_B;
fake_2M_genome_001045	A0A094JPG8_9BACL/5-174	100	170	0	0	5	174	1	170	1.3e-87	327.8	A0A094JPG8_9BACL/5-174 A0A094JPG8.1 PF00213.17;OSCP;
fake_2M_genome_001046	A0A094JJ42_9BACL/149-364	100	216	0	0	152	367	1	216	1.2e-117	429.1	A0A094JJ42_9BACL/149-364 A0A094JJ42.1 PF00006.24;ATP-synt_ab;
fake_2M_genome_001047	A0A094K5H0_9BACL/4-289	93.7	286	18	0	4	289	1	286	5.8e-117	426	A0A094K5H0_9BACL/4-289 A0A094K5H0.1 PF00231.18;ATP-synt;
